VendorName,VendorNumber,Brand,PurchasePrice,PurchaseQuantity,PurchaseDollars,Price,Volume,PricePurchasePrice,InvoiceQuantity,InvoiceDollars,TotalFreight,TotalSalesDollar,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,Description,TotalProfit
BROWN-FORMAN CORP          ,1128,2143,10.07,37653.0,379165.7100000053,12.99,1750.0,10.07,1006122.0,13529433.080000006,68601.68000000001,518089.36999993725,180374.1599999877,37763.0,69382.93999998712,Canadian Mist,138923.65999993193
MARTIGNETTI COMPANIES,4425,11214,50.33,7505.0,377726.65000000165,74.99,750.0,50.33,2640411.0,27861690.019999996,144929.24,534970.9199999804,222174.1099999915,7612.0,849.1700000000347,Caymus Cab Svgn Napa Vly,157244.26999997871
PERNOD RICARD USA          ,17035,2646,43.3,8702.0,376796.5999999969,58.99,1750.0,43.3,1647558.0,24124091.56,123780.21999999997,462119.6699999772,267131.5299999828,8233.0,15131.220000000561,Chivas Regal,85323.06999998033
PROXIMO SPIRITS INC.       ,7245,8691,11.9,31495.0,374790.4999999976,14.99,750.0,11.9,682042.0,7588029.899999999,38994.78000000001,494108.1699999271,216863.35999996966,31383.0,24709.81000000364,Jose Cuervo Especial,119317.6699999295
DIAGEO NORTH AMERICA INC   ,3960,4330,20.79,17755.0,369126.44999999524,25.99,1750.0,20.79,5459788.0,50959796.849999994,257032.07000000007,482985.66999994783,267976.32999996515,17633.0,32401.759999998063,Capt Morgan Spiced Rum 100,113859.21999995259
CASTLE BRANDS CORP.        ,1485,4225,18.37,20089.0,369034.92999999056,24.99,1750.0,18.37,105220.0,1679383.91,8497.589999999998,522535.2099999529,230329.07999997635,20179.0,37080.61999999599,Goslings Black Seal Bermuda,153500.2799999623
CONSTELLATION BRANDS INC   ,1392,6479,5.95,61869.0,368120.55000000226,8.99,750.0,5.95,2325892.0,15573917.899999999,79528.99,567452.4699999414,110538.350000022,61253.0,6872.189999999892,Clos du Bois Chard,199331.91999993916
MARTIGNETTI COMPANIES,4425,3485,15.03,24202.0,363756.0599999934,19.99,1750.0,15.03,2640411.0,27861690.019999996,144929.24,485688.56999993784,237850.83999996394,23843.0,43809.649999992216,Luksusowa Potato Vodka,121932.50999994442
PERNOD RICARD USA          ,17035,800,24.02,15142.0,363710.83999999886,31.99,1000.0,24.02,1647558.0,24124091.56,123780.21999999997,468587.9399999908,124940.36000000843,14506.0,15231.300000000057,Jameson Irish Whiskey,104877.09999999194
JIM BEAM BRANDS COMPANY    ,12546,1345,28.45,12761.0,363050.4500000035,37.99,750.0,28.45,2737165.0,24203151.05000001,123880.96999999999,494732.9799999621,272052.07999997324,12902.0,10162.800000000145,Basil Hayden Bourbon,131682.52999995858
WILLIAM GRANT & SONS INC   ,3664,1956,39.99,9013.0,360429.8700000025,53.99,750.0,39.99,302685.0,5960744.350000001,30234.42000000001,456461.77999997407,290627.8499999788,7922.0,6241.489999999787,Balvenie 12 Yr Doublewood S,96031.90999997157
PERNOD RICARD USA          ,17035,2932,24.61,14642.0,360339.62000000296,31.99,750.0,24.61,1647558.0,24124091.56,123780.21999999997,444452.14999996085,262340.48999997164,13785.0,10859.050000000469,Jameson Black Barrel,84112.52999995789
JIM BEAM BRANDS COMPANY    ,12546,5391,12.02,29914.0,359566.279999989,15.99,1750.0,12.02,2737165.0,24203151.05000001,123880.96999999999,491568.88999992976,219621.5899999668,29911.0,54956.09999998768,Kamora Coffee,132002.60999994073
DIAGEO NORTH AMERICA INC   ,3960,1384,18.93,18900.0,357776.9999999982,25.99,750.0,18.93,5459788.0,50959796.849999994,257032.07000000007,470254.79999995563,239842.65999997273,17620.0,13877.41000000113,Bulleit 95 Rye,112477.79999995744
CONSTELLATION BRANDS INC   ,1392,38546,5.06,70531.0,356886.85999999405,9.99,750.0,5.06,2325892.0,15573917.899999999,79528.99,675519.6199999256,133090.85000002725,70188.0,7875.999999999894,Mark West Pnt Nr Sonoma,318632.75999993156
JIM BEAM BRANDS COMPANY    ,12546,3982,14.38,24801.0,356638.37999999576,19.99,750.0,14.38,2737165.0,24203151.05000001,123880.96999999999,469603.0099999406,226692.59999997122,22099.0,17402.72000000226,Hornitos Reposado Tequila,112964.62999994482
E & J GALLO WINERY         ,3252,3180,10.94,32413.0,354598.22000001767,16.99,1750.0,10.94,1858260.0,12289608.089999998,61966.909999999996,581784.6199999065,232222.5399999632,33938.0,62355.959999984516,New Amsterdam Vodka,227186.39999988885
BROWN-FORMAN CORP          ,1128,1789,17.16,20590.0,353324.40000000066,22.99,750.0,17.16,1006122.0,13529433.080000006,68601.68000000001,469722.7499999492,237927.5099999707,20025.0,15770.390000001806,Jack Daniels Tennesse Fire,116398.34999994852
CASTLE BRANDS CORP.        ,1485,1269,19.11,18458.0,352732.3799999953,25.99,750.0,19.11,105220.0,1679383.91,8497.589999999998,447608.23999995977,227255.98999997744,16976.0,13370.660000001031,Jeffersons Bourbon,94875.85999996448
DIAGEO NORTH AMERICA INC   ,3960,3456,13.27,26543.0,352225.6099999936,18.99,1750.0,13.27,5459788.0,50959796.849999994,257032.07000000007,483047.15999994817,171496.44999999553,25684.0,47193.949999992394,Tanqueray Sterling Vodka,130821.54999995459
MARTIGNETTI COMPANIES,4425,23143,4.65,74342.0,345690.29999999725,6.79,750.0,4.65,2640411.0,27861690.019999996,144929.24,591669.5299999571,101451.92000000409,72139.0,8099.379999999892,Bogle Chard,245979.22999995982
BROWN-FORMAN CORP          ,1128,1231,9.48,36450.0,345545.99999999895,12.99,375.0,9.48,1006122.0,13529433.080000006,68601.68000000001,435377.66999994847,192455.15999997285,35733.0,14044.220000000636,Jack Daniels No 7 Black,89831.66999994952
BACARDI USA INC            ,480,3344,14.49,23798.0,344833.0200000061,19.99,750.0,14.49,1427075.0,17624378.719999995,89286.26999999999,516761.79999994446,236205.69999996907,24620.0,19388.250000002343,Bombay Sapphire Gin,171928.7799999384
SAZERAC CO INC             ,8004,5191,7.93,43352.0,343781.36000000814,9.99,375.0,7.93,1417727.0,9916770.259999998,50293.62000000002,430139.42999994283,167542.289999996,43057.0,16928.970000000652,Fireball Cinnamon Whiskey,86358.0699999347
DIAGEO NORTH AMERICA INC   ,3960,3878,7.96,43015.0,342399.3999999967,10.99,750.0,7.96,5459788.0,50959796.849999994,257032.07000000007,499703.09999993123,175166.16999998965,43690.0,34397.94000000452,Smirnoff 80 Proof,157303.69999993453
DIAGEO NORTH AMERICA INC   ,3960,3352,18.79,18095.0,340005.05000000034,24.99,750.0,18.79,5459788.0,50959796.849999994,257032.07000000007,474449.2399999857,91916.84000000372,18976.0,14945.690000000797,Ciroc Coconut Vodka,134444.18999998533
JIM BEAM BRANDS COMPANY    ,12546,3253,9.08,37423.0,339800.8400000012,12.49,1750.0,9.08,2737165.0,24203151.05000001,123880.96999999999,463220.0299999475,154889.61000000572,37497.0,68894.59999998749,Gilbeys London Dry,123419.18999994633
WILLIAM GRANT & SONS INC   ,3664,1921,52.71,6436.0,339241.56000000105,67.99,1750.0,52.71,302685.0,5960744.350000001,30234.42000000001,379168.36999998766,230498.01999999073,5463.0,10040.870000000312,Glenfiddich Special Rsv 12,39926.80999998661
DIAGEO NORTH AMERICA INC   ,3960,4264,11.53,29352.0,338428.55999998923,16.99,750.0,11.53,5459788.0,50959796.849999994,257032.07000000007,447487.39999993984,211607.66999997298,28860.0,22722.450000003242,Capt Morgan Spiced Rum Trav,109058.83999995061
DIAGEO NORTH AMERICA INC   ,3960,2752,26.31,12778.0,336189.1799999959,38.99,750.0,26.31,5459788.0,50959796.849999994,257032.07000000007,490792.16999995965,271655.8899999735,13083.0,10306.040000000334,Johnnie Walker Black Label,154602.98999996373
JIM BEAM BRANDS COMPANY    ,12546,3997,14.05,23835.0,334881.7499999959,19.99,750.0,14.05,2737165.0,24203151.05000001,123880.96999999999,474637.92999994336,233740.7299999698,23007.0,18117.010000002578,Hornitos Plata Tequila,139756.17999994743
WILLIAM GRANT & SONS INC   ,3664,3234,45.92,7290.0,334756.8000000001,62.99,1750.0,45.92,302685.0,5960744.350000001,30234.42000000001,467921.3499999754,294818.09999998036,7465.0,13719.89000000053,Hendrick's Gin,133164.5499999753
SAZERAC CO INC             ,8004,1767,19.37,17274.0,334597.38000000303,24.99,750.0,19.37,1417727.0,9916770.259999998,50293.62000000002,412468.6399999681,203881.08999998547,16336.0,12865.980000000789,Buffalo Trace Bourbon,77871.25999996508
WILLIAM GRANT & SONS INC   ,3664,5337,20.6,16167.0,333040.2000000021,27.99,750.0,20.6,302685.0,5960744.350000001,30234.42000000001,394423.37999996747,219275.16999997976,14262.0,11234.040000000532,Drambuie,61383.17999996536
REMY COINTREAU USA INC     ,7239,4437,23.48,14171.0,332735.08000000386,30.99,1750.0,23.48,142363.0,3354958.28,16978.669999999995,461672.37999996473,235529.3499999796,13562.0,24922.54999999952,Mount Gay Eclipse,128937.29999996087
CONSTELLATION BRANDS INC   ,1392,11213,12.66,26190.0,331565.4000000009,19.99,750.0,12.66,2325892.0,15573917.899999999,79528.99,503067.47999997175,150294.92000000726,25652.0,2871.659999999925,Meiomi Pnt Nr,171502.07999997085
SAZERAC CO INC             ,8004,5299,15.26,21713.0,331340.37999999657,21.99,1750.0,15.26,1417727.0,9916770.259999998,50293.62000000002,412339.04999997764,130310.43000001519,19895.0,36554.339999997625,Southern Comfort,80998.66999998107
REMY COINTREAU USA INC     ,7239,782,35.15,9415.0,330937.250000001,54.99,750.0,35.15,142363.0,3354958.28,16978.669999999995,444072.5199999858,151788.5700000022,9148.0,7204.399999999838,Remy Martin 1738 Accord Ryl,113135.26999998483
DIAGEO NORTH AMERICA INC   ,3960,2889,23.07,14260.0,328978.1999999996,31.99,750.0,23.07,5459788.0,50959796.849999994,257032.07000000007,432258.3199999926,78540.69000000089,13468.0,10606.020000000086,Buchanans Deluxe 12Yr Scotch,103280.11999999301
DIAGEO NORTH AMERICA INC   ,3960,3549,17.82,18322.0,326498.04,26.99,750.0,17.82,5459788.0,50959796.849999994,257032.07000000007,407030.67999996396,212090.71999997995,16532.0,13020.040000001007,Ketel One Vodka,80532.63999996398
PERNOD RICARD USA          ,17035,857,16.17,20165.0,326068.0499999993,21.99,1000.0,16.17,1647558.0,24124091.56,123780.21999999997,462932.259999968,199801.3599999854,19674.0,20657.699999999015,Kahlua,136864.2099999687
DIAGEO NORTH AMERICA INC   ,3960,8506,21.42,15187.0,325305.53999999695,29.99,1750.0,21.42,5459788.0,50959796.849999994,257032.07000000007,449036.6699999682,198940.69999998884,14633.0,26889.57999999945,Myers Original Dark Rum,123731.12999997125
MARTIGNETTI COMPANIES,4425,14672,11.61,27814.0,322920.540000002,21.99,750.0,11.61,2640411.0,27861690.019999996,144929.24,508256.95000000583,143395.56000000477,27729.0,3105.3199999999274,Duckhorn Decoy Cab Svgn,185336.41000000382
MARTIGNETTI COMPANIES,4425,6579,5.8,54960.0,318768.0000000009,8.99,750.0,5.8,2640411.0,27861690.019999996,144929.24,605967.3799999582,121728.33000001952,56157.0,6301.709999999895,J Lohr Riverstone Chard,287199.37999995734
E & J GALLO WINERY         ,3252,2164,12.14,26071.0,316501.9400000042,16.99,1750.0,12.14,1858260.0,12289608.089999998,61966.909999999996,431674.0499999482,208640.76999997516,24495.0,45007.58999999131,New Amsterdam Gin,115172.10999994399
SOUTHERN WINE & SPIRITS NE ,2000,27854,10.2,30869.0,314863.8000000015,14.99,750.0,10.2,406875.0,3740617.3799999994,19016.59,443192.1199999815,129556.42000000803,30768.0,3445.71999999992,F Coppola Black Label Claret,128328.31999997998
MOET HENNESSY USA INC      ,8112,3682,16.66,18848.0,314007.68,22.99,750.0,16.66,427867.0,9472995.2,48347.26,413944.30999996717,199630.15999998577,17869.0,14073.020000001176,Belvedere Vodka,99936.62999996718
M S WALKER INC             ,9552,7878,9.99,31200.0,311688.00000000524,15.99,1750.0,9.99,1372841.0,10935817.3,55551.819999999985,471064.39999996545,117338.98000001514,31160.0,57256.319999992804,Allens Coffee Brandy,159376.3999999602
EDRINGTON AMERICAS         ,2561,1634,20.73,15031.0,311592.63000000373,29.99,1750.0,20.73,62542.0,1882832.8399999992,9654.500000000002,444949.8599999661,224519.4499999798,14614.0,26854.41999999919,The Famous Grouse,133357.22999996238
JIM BEAM BRANDS COMPANY    ,12546,3444,29.13,10636.0,309826.6800000047,39.99,1750.0,29.13,2737165.0,24203151.05000001,123880.96999999999,375689.3799999712,242129.63999997874,10362.0,19042.860000000248,Hornitos Plata Tequila,65862.69999996648
PERNOD RICARD USA          ,17035,2426,41.59,7445.0,309637.55,51.99,750.0,41.59,1647558.0,24124091.56,123780.21999999997,413475.5499999765,252067.73999998553,7445.0,5866.499999999839,The Glenlivet 15Yr FrenchOak,103837.99999997648
CONSTELLATION BRANDS INC   ,1392,32915,9.99,30842.0,308111.58000000525,14.99,750.0,9.99,2325892.0,15573917.899999999,79528.99,472099.3099999684,126472.20000001817,30869.0,3459.249999999918,Kim Crawford Svgn Bl Marlbro,163987.72999996314
MARTIGNETTI COMPANIES,4425,35412,5.97,51294.0,306225.18000000564,9.99,1500.0,5.97,2640411.0,27861690.019999996,144929.24,491916.0900000155,117789.59999999318,50797.0,11409.350000000033,Yellow Tail Chard Ausl,185690.91000000987
DIAGEO NORTH AMERICA INC   ,3960,3840,14.39,21076.0,303283.6400000054,22.99,1750.0,14.39,5459788.0,50959796.849999994,257032.07000000007,438524.329999948,224450.2499999707,21167.0,38894.09999999464,Smirnoff Raspberry Vodka,135240.68999994255
M S WALKER INC             ,9552,3769,7.02,42549.0,298693.9799999946,9.49,1750.0,7.02,1372841.0,10935817.3,55551.819999999985,394134.44999996264,134715.9100000299,42105.0,77358.38999998783,Jenkins Vodka,95440.46999996802
STE MICHELLE WINE ESTATES  ,8673,8815,6.07,48853.0,296537.71000000084,8.99,750.0,6.07,419822.0,3086650.7,15919.700000000003,431702.3499999884,97686.76999999874,48587.0,5449.7199999998975,Ch Ste Michelle Chard Colmbi,135164.63999998756
DIAGEO NORTH AMERICA INC   ,3960,3879,7.91,37344.0,295391.0400000049,12.99,750.0,7.91,5459788.0,50959796.849999994,257032.07000000007,427609.9599999361,187268.2599999823,36604.0,28815.44000000396,Smirnoff 80 Proof Traveler,132218.91999993118
JIM BEAM BRANDS COMPANY    ,12546,1375,11.5,25183.0,289604.5,14.49,750.0,11.5,2737165.0,24203151.05000001,123880.96999999999,402621.2899999459,203013.35999997542,26121.0,20569.55000000336,Jim Beam,113016.7899999459
TRINCHERO FAMILY ESTATES   ,8892,41034,5.26,54738.0,287921.8799999947,8.99,750.0,5.26,352526.0,2252211.31,11595.970000000003,509372.47999995865,132593.95000002568,54744.0,6135.289999999883,Menage a Trois Red,221450.59999996395
BROWN-FORMAN CORP          ,1128,1545,19.42,14785.0,287124.70000000007,29.99,750.0,19.42,1006122.0,13529433.080000006,68601.68000000001,423808.98999996315,253424.57999997202,14501.0,11423.390000000623,Gentleman Jack,136684.28999996308
BACARDI USA INC            ,480,2665,15.38,18574.0,285668.11999999546,19.99,750.0,15.38,1427075.0,17624378.719999995,89286.26999999999,400461.1199999574,215262.60999997726,19088.0,15034.060000001975,Dewars White Label,114792.99999996193
BROWN-FORMAN CORP          ,1128,1770,26.42,10746.0,283909.31999999785,38.99,1750.0,26.42,1006122.0,13529433.080000006,68601.68000000001,389506.7199999737,233847.23999998285,10128.0,18613.130000000292,Jack Daniels Tennessee Fire,105597.39999997587
MARTIGNETTI COMPANIES,4425,6595,4.48,63188.0,283082.2400000021,6.95,750.0,4.48,2640411.0,27861690.019999996,144929.24,502198.45999996323,109537.9600000096,62368.0,6997.389999999823,Bogle Merlot,219116.21999996115
CONSTELLATION BRANDS INC   ,1392,35472,5.88,47207.0,277577.15999999834,8.99,1500.0,5.88,2325892.0,15573917.899999999,79528.99,469543.3599999536,127217.47000002832,46764.0,10500.99999999999,R M Woodbridge Pnt Grigio,191966.19999995525
SAZERAC CO INC             ,8004,5105,14.81,18007.0,266683.66999999026,25.99,1750.0,14.81,1417727.0,9916770.259999998,50293.62000000002,390990.4499999656,199774.48999998407,17355.0,31890.82999999849,Dr McGillicuddy's Mentholmnt,124306.77999997535
SAZERAC CO INC             ,8004,5153,10.44,25499.0,266209.5599999954,15.99,750.0,10.44,1417727.0,9916770.259999998,50293.62000000002,381031.3499999674,176397.60999998872,25465.0,20051.860000002063,Fireball Cinn Whisky Trav,114821.78999997198
DIAGEO NORTH AMERICA INC   ,3960,4368,23.91,11035.0,263846.8499999981,32.99,1750.0,23.91,5459788.0,50959796.849999994,257032.07000000007,379652.85999997245,234036.57999998183,11114.0,20425.750000000087,Capt Morgan Private Stock,115806.00999997434
DIAGEO NORTH AMERICA INC   ,3960,3488,15.62,16740.0,261478.8000000034,23.99,750.0,15.62,5459788.0,50959796.849999994,257032.07000000007,387588.54999996343,216983.08999997756,16745.0,13188.290000001265,Tanqueray,126109.74999996004
DIAGEO NORTH AMERICA INC   ,3960,8111,0.77,337660.0,259998.19999999896,0.99,50.0,0.77,5459788.0,50959796.849999994,257032.07000000007,331589.6100000002,21424.590000005006,334939.0,17579.289999999313,Smirnoff 80 Proof,71591.41000000125
MHW LTD                    ,6213,5921,14.81,17419.0,257975.38999999338,21.99,750.0,14.81,215201.0,1888333.0099999998,9621.580000000002,363394.82999997545,188150.97999998849,17317.0,13638.270000000684,RumChata Liqueur,105419.43999998207
CONSTELLATION BRANDS INC   ,1392,40096,10.52,24452.0,257235.03999999663,16.99,3000.0,10.52,2325892.0,15573917.899999999,79528.99,443383.46999994945,199192.94999998523,24253.0,10913.850000000484,Black Box Cab Svgn,186148.42999995282
PERNOD RICARD USA          ,17035,2756,22.89,11220.0,256825.79999999833,29.99,750.0,22.89,1647558.0,24124091.56,123780.21999999997,316023.6799999836,194946.4999999897,10632.0,8376.849999999675,Jameson Caskmates,59197.87999998525
ULTRA BEVERAGE COMPANY LLP ,9165,15094,9.08,28274.0,256727.9199999992,14.99,750.0,9.08,1077527.0,13210613.930000002,68054.70000000003,368418.65999999427,107099.35000000401,25366.0,2840.409999999901,Butter Chard,111690.73999999507
MOET HENNESSY USA INC      ,8112,8612,45.79,5583.0,255645.5699999993,67.99,1750.0,45.79,427867.0,9472995.2,48347.26,351316.8399999845,244095.85999998808,5516.0,10139.190000000379,Grand Marnier,95671.26999998518
WINE GROUP INC             ,9815,6349,4.63,55151.0,255349.12999999546,6.99,1500.0,4.63,888385.0,5258636.79,27100.409999999996,383345.57999996643,101103.36000002042,54842.0,12318.42000000016,Glen Ellen Chard RSV,127996.44999997097
JIM BEAM BRANDS COMPANY    ,12546,3351,13.27,19227.0,255142.28999999777,16.99,1750.0,13.27,2737165.0,24203151.05000001,123880.96999999999,314369.77999997494,174230.34999999296,18722.0,34401.57999999699,Pinnacle Whipped Vodka,59227.48999997717
WILLIAM GRANT & SONS INC   ,3664,8021,31.49,8081.0,254470.69000000128,39.99,750.0,31.49,302685.0,5960744.350000001,30234.42000000001,305773.23999998695,207326.8899999906,6976.0,5497.83999999986,Glenfiddich Special Rsv 12,51302.54999998567
ULTRA BEVERAGE COMPANY LLP ,9165,3788,19.99,12664.0,253153.36000000304,27.99,375.0,19.99,1077527.0,13210613.930000002,68054.70000000003,332234.80999998044,198765.82999998712,12119.0,4756.569999999881,Patron Silver Tequila,79081.4499999774
CAMPARI AMERICA            ,11567,8107,26.71,9472.0,252997.120000001,36.99,1750.0,26.71,501284.0,4141720.7100000004,20964.809999999998,323428.9099999802,210310.82999998794,9109.0,16742.880000000623,Wild Turkey 101,70431.78999997917
MOET HENNESSY USA INC      ,8112,2692,26.31,9588.0,252260.27999999488,41.99,750.0,26.31,427867.0,9472995.2,48347.26,334079.62999998085,208416.14999998786,9337.0,7356.719999999707,Glenmorangie 10 Yr Scotch,81819.34999998598
